review_text,rating
29사이즈 구매해서 잘 입다가 체중증가로 30사이즈로 재구매합니다.,4
테이퍼드 10부 슬렉스 재입고가 안되서 대체 할 바지 찾다가 구매해봤는데 굉장히 만족합니다. 일자로 촥 떨어지는 핏이 다리가 좀 더 길어보이는 효과도 있네요 만족합니다.,5
스트레이트핏이라 그런지 적당하고 괜찮습니다,5
하 이건그냥 최고임 가격유지된다면 진짜 매번재구매 할수밖에 없음,5
옷이 너무 깔끔하고 다림질도 잘 돼 있어서 너무 좋습니다. 신축성도 있고 옆 허리에 밴딩 기능도 있어서 너무 괜찮아요. 그리고 앞으로 슬랙스는 전투용으로 무신사 스탠다드 걸로 적용해서 매일 이거 살 거 같애요. 이번에 할인할때 많이 살 예정입니다.,5
일반 세미 와이드보다 핏해서 필요에 따라 입기 좋아요,5
역시 무탠다드 아주 좋아옹 허벅지 두꺼우신분들 추천,5
스트레이트는 처음 사봤는데 마음에 들어요. 적당히 여유있고 좋습니다~,5
세미와이드보다 살짝 통이 작은데 전 이게 더 마음에 드네요! 완전 추천입니다!,5
"가장 기본적인 스트레이트 슬렉스라서 하나 구입했고, 가성비가 좋아서 마음에 들어요. 무탠다드 여러 슬랙스를 더 구입할 것 같아요.",5
매번 잘입고있어요. 편해요. 가성비도 넘. 좋아요. 굿굿,5
180/83 34사이즈 진짜 딱 입니다. 허리 밴딩 덕에 밥 먹고도 편안합니다!! 진짜 가성비 끝판왕!,5
간절기에 입기 좋아요. 퀄리티도 나쁘지않고 괜찮아여.,5
간절기에 입기 좋아요. 퀄리티도 나쁘지않고 괜찮아여.,5
"핏 예쁘고, 짱짱해요. 퀄리티 좋네요. 길이는 수선해야겠어요",5
남편 사줬는데 좋아하네요 세일할때 잘 산거같아요 추천합니다,5
원하던 핏이라 만족하고 재질도 좋은거같아요 추천함니다,5
갓탠다드 슬랙스는 핏이 매끈하게 떨어져서 다리가 길어 보이는 점이 특히 좋아요. 원단이 부드럽고 착용감이 편안해 오래 입어도 부담이 없었습니다! 다양한 코디에 무난하게 어울려 데일리로 쓰기 좋아 추천드려요~,5
갓탠다드 슬랙스는 핏이 매끈하게 떨어져서 다리가 길어 보이는 점이 특히 좋아요!! 원단이 부드럽고 착용감이 편안해 오래 입어도 부담이 없었습니다! 다양한 코디에 무난하게 어울려 데일리로 쓰기 좋아 추천드려요~,5
잘받았습니다 수선필요없이 잘 맞아서 좋아요 ! 재구매 예정,5
품질에 비해 가격이 매우 저렴합니다. 배송속도도 아주빨라서 급히 필요할때도 구매하면 좋을거 같아요. 다만 허리 사이즈에 비해 총장이 조금 짧습니다.,4
품질에 비해 가격이 매우 저렴합니다. 배송속도도 아주빨라서 급히 필요할때도 구매하면 좋을거 같아요,4
품질에 비해 가격이 저렴하고 배송이 빠른점이 가장 좋아요,4
"바지가 편안하고 배송이 빨라서 좋았어요, 다만 생각보다 길이가 짧아서 앉으면 발목이 많이 보여요. 다른 무탠다드 슬랙스는 33사이즈에 104cm 던데 이건 101cm라 그런거 같아요.",4
무난하게 입기 좋아요. 허리는 살짝커요 한치수작게가면 앞에 지퍼쪽 삼포 생길거같기두하구요,5
신축성이 좋고 고급스러워요. 항상 잘 입고 있어요.,5
핏 좋구요 턱없어서 캐주얼한 느낌이 있고 신축성이 좋아서 착용감도 편안합니다,5
신축성 좋고 핏도 뚝 떨어지고 아주 마음에 들고요 루즈핏 무탠다드보다 턱 잡힌게 없어서 캐주얼한 느낌이 있어요,5
"주름이 져서 오긴 했으나 스팀 다리미로 다려주면 쫙 펴질 것 같아요. 스팀 다리미로 다려주면 펴지니까 한번 해준 다음 입으시길 권장드립니다. 품질 상태 아주 좋아요. 배송도 금방하루만에 오고 훌륭합니다. 배송 준비 해주시는 분들 감사합니다. 전에도 스트레이트 슬랙스를 샀었는데 매번 배가 들어갔다 나오고해서 많이 버리고 사기도 했었는데 이젠 버리지 않고 오랫동안 입겠습니다. 첼시 부츠가 있어서 통이 큰 와이드 슬랙스를 입었을땐 이상하진 않았어도 통이 작아야 더 멋있어보일수가 있기에 세미 와이드가 아닌 스트레이트로 사게 되었어요. 세미 와이드는 밑위가 26.5이고 스트레이트 슬랙스는 밑위가 27이라서 세미와이드보다 스트레이트 슬랙스가 밑위 부분에서 편할수 있겠다 싶어서 요걸로 한 겁니다. 밑단은 세미 와이드슬랙스 기준: 20.8 밑단은 스트레이트 슬랙스 기준: 20.3? 별 차이가 없네요. 그래서 밑위 기준으로 보고 산건데 제대로 산 것 같습니다. 허리 사이즈도 잘 맞습니다. 28사이즈는 확실히 작고 29사이즈로 벨트매면 될 것 같아요, 밴딩이 늘어나서 더욱 좋습니다.",5
말해 뭐함 가성비갑 무탠다드 딱 정사이즈로 떨어지고 신축성은 있으나 하체가 있는 사람들은 작을듯,5
"정장차림의 업무를 하는 곳에서 근무하는데, 너무 편하고 좋아요 교복으로 입을 듯 합니다 ㅎㅎ 강추",5
허리 딱 맞음 길이 살짝 길어서 좀 남음 밑위 살짝 타이트함...아슬아슬,5
딱 적당하고 좋았습니다 기본적인 슬랙스 원하시면 좋을듯합니다,4
30 샀는데 허리는 맞는데 밑위 쪽이 너무 쪼여요 몬말인지알죠,5
가성비지리는 옷일꺼 같아요 사이즈도 180에 78 저스트입니다,5
옷 자체가 적당히 무난하게 어디든 매칭하기가 편하고 이뻐요,5
29 29 고민하다 28 했는데 조금 허리가 타이트합니다만 벤딩이 있어 괜찮습니다. 다만 마감이 조금 별로입니다. 기본템으론 만족입니다.,5
사이즈 잘 맞고 디자인 깔끔해서 맘에들어요 추천합니다,5
출근용이자 전투용으로 좋아요 편하게 입고 다닐 수 있는 제품이에요,5
너무 편리하고 사이즈도 질 맞고 길이감도 좋아서 바로 입기에도 좋아요!,5
요즘날씨 하나쯤 있어야하는 필수 슬랙스 캐주얼하게 입어도 좋아요,5
딱 예상햇던데로 적당히 좋습니다. 핏 색감 편안함 좋아요,5
와이드 하지도 핏하지도 않는 스탠다드 슬랙스에요 어디든 무난해서 만족합니다,5
그냥 국밥같은 바지에요 어디에 매치해도 무난 재질도 좋음,4
사이즈도 적당하고 일자로 떨어지고 마음에 들어요 하나더 구매예정입니다,5
슬랙스 착용감이 편하고 핏이 깔끔해서 데일리룩이나 출근룩으로 딱 좋아요.,5
"사이즈 잘 맞네요 28,30도 입을 수 있을거같아요",5
이만한 가성비 슬랙스는 정말 없다고 생각합니다 매년 하나씩 사입기 딱 좋은거같습니다 핏이나 가격대 너무 좋아요,5
옷 재질도 좋고 입었을때 착용감도 편하고 좋아요,4
출근룩으로 정말 잘 입고 있습니다 핏도 좋고 너무 편합니다!,5
빠른배송과 만족스러운 품질 매번 사서 입지만 매우 만족스러워요,5
편안하고아주좋아요 또구매할꺼에요 20자채우기힘듬,5
핏이 깔끔하고 밴딩이 있어 허리가 편해요. 상의랑도 잘 맞아요~~,5
결혼식 갈때 입으려고 기본 검정 슬랙스 찾았는데요 동생이 살이 좀 찐 상태라 편한 밴드로 구매했습니다. 원하던 스타일에 배도 편하고 허벅지도 넉너하고 가볍게 입고다니기 좋을거같아요ㅎㅎ 잘입겠습니다~~,5
급하게 필요해서 샀는데 생각보다 괜찮아서 좋아요,5
여행가서 스냅 촬영용으로 샀습니다. 핏도 너무 예쁘고 사진도 잘나와서 좋아요.,5
여행가서 스냅 촬영용으로 샀습니다. 핏도 너무 예쁘고 사진도 잘나와서 좋아요.,5
너무 깔끔하고 색 재질 죽이네요! 셋업으로 좋아요 배송도 빠르고 감사합니다!,5
너무 깔끔하고 색 재질 죽이네요! 셋업으로 좋아요 배송도 빠르고 감사합니다!,5
너무 깔끔하고 색 재질 죽이네요! 셋업으로 좋아요 배송도 빠르고 감사합니다!,5
너무 마음에 들어서 바로 재구매했어요. 기장 핏 두께 다 완벽합니다.,5
일단 핏이너무이쁘고 수선할필요없어서 너무좋네요 같은색상으로 주문또합니다,5
185/82 xl 사이즈 딱이에요 출퇴근용으로 격일 마다 입는듯 하네요 이쁘거 편해서 추천해여,5
"사이즈 아주 좋고, 아주 편합니다. 이 종류만 매번 사입을 거 같네요",5
"사이즈 아주 좋고, 아주 편합니다. 이 종류만 매번 사입을 거 같네요",5
사이즈 딱 맞아서 수성할 필요도 없고 좋네요. 적당한 통에 출근복으로 딱 좋습니다.,5
너무이쁘게 잘맞습니다! 배송은 살짝늦었지만 잘 입을게요!,5
너무이쁘게 잘맞습니다! 배송은 살짝늦었지만 잘 입을게요!,5
배송엄청빨랐고 포장도 이쁘게 잘되어서 도착했어요,5
허리30인데 31도 잘 맞아요.저렴하게구매했어요,5
162센티 48키로 작고 마른 체형인데 살짝 낙낙하니 괜찮아요 교복스탈로 입기편하고 면접용으로 깔끔할듯요 고등학교 면접볼때 교복은 입으면 안되고 평소 입던 츄리닝이나 청바지보다는 단정해보여서 샀는데 가격대비 대만족입니다,5
슬림핏 입는데 스트레이트라 이상할 줄 알았는데 사람들이 이쁘다고 해서 좋습니다~^^,5
사이즈가 살짝 타이트한느낌이긴합니다. 평소 32사이즈 입어요,5
정장세트가 급하게필요한데 할인이 빡세게 들어가서 바로 구매 언제나 가성비 넘칩니다!,5
정장세트가 급하게필요한데 할인이 빡세게 들어가서 바로 구매 언제나 가성비 넘칩니다!,5
저렴한 가격이라 가성비 좋아요 데일리로 입기 좋습니다,5
이번 세일 때 싸게 사서 좋았습니다 뒤에 상표 부분이 허리에 많이 닿아서 좀 불편해요 사이즈는 작은편입니다 타사 세미와이드 = 무신사 스트레이트핏인거 같아요,4
기존에 차콜그레이도 샀다가 맘에 들어서 블랙도 구매했습니다 스트레이트핏에 히든밴딩까지 있어서 편하고 좋아요,5
진짜 너무 좋아하는 핏입니다. 바로 재구매 하고 싶을 정도로 마음에 들어요,5
가격대비 데일리 슬랙스로 이만한게 없어요 질도 기능도 원단도 핏도 그냥 손댈게 없어요👍,5
스트레이트핏 최고 이쁩니다. 테이퍼드 있는데 이게 더 이쁨,5
너무 편하고 잘 맞아요!! 핏도 예쁘구요! 더 사려구요!,5
무탠다드 세일로 정말 저렴하게 구매해씁니다 !! 재질도 괜찮고 무난해서 아빠가 잘 입으실것닽대요 ㅎㅎ,5
핏 좋고 아주좋아요~ 재질도 괜찮은거 같고 다른 색들도 여러벌 들고있는데 무조건 사야함니다~,5
다른색상입다가 맘에들어서 또샀어요 만족스러워요,5
그냥 국밥같은 바지에요 어디에 매치해도 무난 재질도 좋음 ㅎㅎ,4
바지핏이 일자로 이쁘게 떨어지고 입고 움직이기 편해요,5
동일 브랜드 와이드핏은 32 입는데 이거 33사이즈로 구매했더니 살짝 작네요 참고하세요~,4
무탠다드 33사이즈 치고 작은거 같아요 동일 브랜드 와이드핏은 32 입는데 이건 살짝 작네요,4
세미와이드만 사다가 스트레이트 처음 구매 좀 더 다리가 길어보이고 생각 보다 횔동하기 편함 뱃살 많으면 허리 힘들듯 ㅠㅠ,5
허벅지 조금 있는 기준 커버 잘되고 다리 길어보이고 편하고 좋아요 뱃살 아주 많은 편은 아닌데 밥먹으면 답답할듯!,5
"기장도 적절하고 통, 밑위 다 적절해서 좋아요. 색깔별로 굿",5
기본 슬랙스가 필요했는데 무신사에서 저렴하게 구매했어요~ 할인 많이 해서 좋아요!,5
급하게 입을 슬랙스 필요해서 구입했는데 지금것 구매한 슬랙스중 최고에 핏이네요 재구매의사밌어요,5
배송 빠르고 가성비 좋아요 깔끔하니 좋네요 잘입겠습니다,5
출근사무복으로 입기 좋아요 싸게잘샀고 편해요,5
30인치가 살짝 타이트한데 31사이즈가 있어 너무 좋아요 잘 맞습니다.,5
색상 배송 바감상태 재질 서이즈 모두 만족합니다! 잘 입을 수 있을 것 같아요,5
핏이너무좋고 만족스러워요 한벌더구매할 예정이에요,5
배송 엄청빠르네요 잘입을게요 입어보니 핏도 괜찮습니다.,5
배송 엄청빠르네요 잘입을게요 입어보니 핏도 괜찮습니다.,5
직장 출근룩으로 매우 안성맞춤입니다 강추드려요,5
사이즈도 딱맞고 좋아요 자주입을수 있을것같아요 기본핏이 이뻐요,5
길이 핏 딱 맞습니다. 편하고 밴딩슬렉스라 허리고 딱맞아요,5
사이즈가 적당하고 길이 쪼금 줄이면 더 좋아요 두께도 가을에 입기 좋은 바지 입니다,5
"핏, 색감, 길이, 가격 모드 만족합니다~ 추가 구매 의사있어요",5
"핏, 색감, 길이, 가격 모드 만족합니다~ 추가 구매 의사있어요",5
검은색 슬렉스가 필요해서 구매했습니다. 괜찮네요,5
재질 좋아요~ 기장은 수선했습니다!! 무난한 출퇴근용 슬랙스에요,5
원단 짱짱하고 고급스러워요 만족스럽습니다!! 기장은 수선했습니당,5
길이가 적당하고 재질도 마음에 들어서 자주 입을 것 같아요,5
역시 믿고 사는 무탠다드 신체 스팩은 175cm / 71kg 인데 핏 이쁘고 재질 좋습니다 기장 수선은 필요함,5
역시 믿고 사는 무탠다드 신체 스팩은 175cm / 71kg 인데 핏 이쁘고 재질 좋습니다 기장 수선은 필요함,5
바지 자체가 핏이 예뻐서 다리도 길어 보이고 오프라인에서 할인을 해서 착한가격에 구입을 하게 돼서 만족합니다. 이쁘게 입을게요.~~,5
옷 자체가 양복바지하고 다르게 핏이 너무 이쁘서 자주 입을 거 같아서 구입했습니다. 검정색은 호불호 가리지 않고 누구나 입을 수 있을 것 같고. 착한 가격에 구입해서 입을 수 있어서 좋았습니다.,5
만족항만한 재질과 핏을 주는 슬랙스입니다 조아요,5
사이즈 잘 맞고 디자인 깔끔해서 맘에들어요 추천합니다,5
"오우 기장감하며 핏 하며 너무 이쁩니다 사이즈 고민했는데, 29가 딱이쁘게 맞네요 빠른배송도 좋아요",5
"기장감, 제질, 핏, 가격 저언부 완벽합니다. 면접볼때 입을려고 샀는데 너무 만족합니다",5
배송 빠른점 감사합니다ㅜ연휴인데! 네이비사고 재구매인데 묘하게 쪼끔 짧은것 같아요 네이비에 비해 암튼 편하고 4계절 가능한 두께 좋아요,5
핏이 너무 좋아요. 다른 비싼 슬랙스는 핏이 엉망인데 길이도 적당하고 너무 만족합니다.,5
기본과 깔끔의 대표! 구매할 수 밖에 없는 무탠다드 좋아요!,5
가볍게 입기좋아요 가격도 싸고 배송 빠르고 좋움,5
스트레이트핏이라 무난하게 막 입기 아주 좋습니다!,5
좋습니다 편하고 간편하고 가볍고 어. 정말 입기 좋습니다. 어 다른 사람들도 사실 추천드려요,5
평소보다 2~3치수 더 크게 샀는데도 슬림하고 잘 떨어집니다. 슬랙스 처음 입어보는데 재질도 탄탄해서 좋습니다.,5
맘에들어서 재구매했습니다. 얇고 긴다리라 잘맞네요.,5
맘에들어서 또 재구매합니다.얇고 긴다리라 스트레잇핏 좋네요,5
스트레이트핏이어서 통이 넓지도 좁지도 않고 적당해서 좋아요. 길이도 적당합니다.,5
"정말 역대 최고의 슬랙스라고 단연코 얘기할 수 있습니다. 핏이 정말 예술이고, 기장감 소재 등등 가격 고려하면 이 슬랙스 넘어서기는 어려워요. 패션종사자로서 매번 감탄합니다!!! 베이지 미디엄그레이에 이어 세번째로 블랙까지 구매합니다~~",5
밴딩이있어서 허리가 편합니다 생각보다 질이 좋아요,5
핏 진짜 딱 이쁘고 좋습니다. 마음에 들어요. 기본템 추천,5
핏 진짜 딱 이쁘고 좋습니다. 마음에 들어요. 기본템 추천,5
길이도 적당하고 좋아요 스트레이트라그런지 불편함도없음,5
"라이트베이지, 미디엄그레이에 이어 블랙까지 세번째 구매했습니다. 슬랙스 많이 입어봤는데, 색깔별로 구매할 만큼 단연코 인생 슬랙스에요. 소재 핏 기장 등 어느 하나 빠지는게 없습니다. 아 가격까지 최고네요!!!",5
출퇴근룩으로 무탠다드 만한 갓성비다 없쥬 완전 좋아요,5
무신사 스탠다드 가성비는 진짜 너무 좋네요 만족,5
허리 핏감 좋고 스트레이트 핏 이쁘게 잘 나왔어요 재질도 좋음,5
배송 하루만에 와서 좋았고 평소에 막입기 좋아요,5
역시 슬랙스는 무탠다드입니다 다 좋은데 허벅돼라 사이즈를 크게 구매했더니 허리가 좀 많이 크네요 벨트 필수입니다,5
평상복으로 입기 너무 좋습니다. 기본으로 추천합니다.,5
이만한 가성비 슬랙스는 정말 없다고 생각합니다 매년 하나씩 사입기 딱 좋은거같습니다 핏이나 가격대 너무 좋아요,5
무텐다드 첨 입어보는데 찐으로 맘에들어요 입은 사진이없어그렇지 33입는데 허리 딱좋고 길이도 전체핏도 더 날씬해보이고 최곱니다 다른색도 주문하려구요 가격도 완전저렴하니 말도안되네요,5
전에입던바지 넘 붙고 기장도짧아서 약간넉넉한핏으로 재구매햇어용 좋아요,5
적당한 두께 길이 괜찮네요 구두신었을때 복숭아뼈까지 딱이에요,5
전에입던바지 넘 붙고 기장도짧아서 약간넉넉한핏으로 재구매햇어용 좋아요,5
기본 출근복장으로 입기 무난합니다. 색깔별로 사도 좋을 거 같습니다.,5
핏이 너무 예뻐요 스트레이트 핏으로 떨어져서 좋습니다.,5
길이가 적당해서 수선 없이 입을 수 있는게 좋았어요,5
무탠다드 슬렉스중에 젤조아하는 핏이네요. 이뻐요 구매하세요,5
무탠다드 슬렉스중에 가장 조아하는. 핏이에요 이뻐요 구매하세요,5
핏감이 좋고 이만한 바지를 찾기 쉽지 않아요. 두번째 구입입니다. 활동에 편해서 만족합니다.,5
슬랙스 바지를 찾는다면 이거 회사 일상 등등 활용성좋은바지,5
슬랙스 바지를 찾는다면 이거 회사 일상 등등 활용성좋은바지,5
재질: 울 처럼 부드럽진 않고 흔한 폴리느낌 두께: 좀 얇긴 한데 한여름엔 못입을 듯 주름: 주름 잘 안 생김 사이즈: 적당함 슬랙스는 진짜 인정 bb,5
스트레이트하게 떨어지고 약간 슬림핏이긴하지만 핏좋고 괜찮습니다.,4
가격저렴하고 핏도 좋고 착용감도 편하고 좋아요,4
이번여름엔 더워서 많이못입었는데 봄 가을 딱좋고 겨울까지도 가능할거같습니다!,5
항상 잘 이용하고 있습니다. 좋은 가격에 이렇게 좋은 제품 구매할 수 있어서 좋네요. 무신사 최고!,5
사이즈 잘맞고 가성비 좋아요 한동안 슬랙스는 무텐만 사야겠네요,5
네이비31이 딱좋아서 블랙도 삿습니다 허리부분이 네이비보다 살짝 좁은 느낌이지만 히든밴딩이라 편해요!!,5
마감도 깔끔하고 기장도 적절해서 수선없이 바로 입었습니다 저렴한 가격에 퀄리티도 꽤 만족스럽습니다,5
격식있는 자리에 입으려고 샀습니다. 깔끔하고 좋아요.,4
별다른 수선 없이 바로 입었습니다 이 가격에 이 정도 퀄리티면 꽤 만족스럽습니다,5
핏이 좋네요 사이즈도 잘 맞고 가성비 좋은것 같습니다.,5
핏이 좋네요 사이즈도 잘 맞고 가성비 좋은것 같습니다.,5
기격 저렴하고 만족 스럽습니다 질이 좋지는 않습니다,4
착용감 편하고 가격 대비 전체적으로 만족스러워요,5
"평소에 바지 31, 32도 입는데 이 바지는 31이어도 여유롭습니다. 신축성이 있어서 편안합니다",5
깔끔하고 무난하고 적당히 포멀하게 입기좋은 가성비 좋은 무난한 슬랙스 입니다~ 전에 시킨 무탠다드 31사이즈 슬랙스는 컸는데 이번에는 살짝 작은 느낌이네요,4
소재 색깔 사이즈 너무너무 좋네요 감사합니다 잘입을게요 ^^,5
소재 색깔 사이즈 너무너무 좋네요 감사합니다 잘입을게요 ^^,5
편하고 깔끔하고 좋습니다. 다른색상 구매 예정입니다.,4
핏 맘에들고 사이즈 잘 맞아서 좋아요 한여름에 입기 좀 덥긴한데 그래도 사계절 입을수 있을듯,5
출근할 때 이만한 옷이 없습니다 좋아요 굿굿짱짱,5
"스트레이트 슬랙스는 핏이 깔끔하고 다리가 길어 보여서 정말 만족스러워요. 허리와 엉덩이 부분은 편안하게 잡아주고, 무릎 아래로는 자연스럽게 떨어져서 체형 커버에도 좋아요. 다양한 상의와 잘 어울려서 출근룩이나 데일리룩으로 활용도가 높아요. 구김도 잘 안 가고 소재도 탄탄해서 오래 입기 좋습니다. 깔끔한 라인 덕분에 격식 있는 자리에도 잘 어울려요. 하나쯤 꼭 소장해야 할 기본템이에요!",5
두께감이 살짝 있어서 한 여름 제외 입기좋아요 역시 무신사스탠다드 최고입니다,5
매번 재구매합니다 출근할 때 툭 입기 좋습니다 굿굿,5
항상 잘 이용하고 있습니다. 좋은 가격에 이렇게 좋은 제품 구매할 수 있어서 좋네요. 무신사 최고~,5
핏도 사이즈도 색감도 다 너무 좋았습니다 최고최고,5
사이즈도 괜찮고 가격대비 무난하게 잘 입을거 같습니다.,5
사이즈도 괜찮고 가격대비 무난하게 잘 입을거 같습니다.,5
정석적인 딱 떨어지는 핏입니다. 슬렉스하나 사더라도 재질에 민감한편인데 군더더기없이 깔끔하게 입을수 있는 재질과 디자인입니다. 다리가 긴편이라 수선없이 바로 입었습니다. 딱 맞고 좋네요. 추천합니다.,5
"출근룩이라 이렇게 입었네요 ,, 네이비색 바지도 출근 전투용으로 괜찮아서 블랙도 샀습니다 좋아요",5
너무딱맞고편하고이쁘고 모든게좋은바지예요,5
너무딱맞고편하고이쁘고 모든게좋은바지예요,5
재질짱짱하고 좋네요 색감도 이쁘고 핏감도 좋아요,5
출근용으로 장만햇고 신축성 좋고 라인 이쁘고 아주 좋습니다,5
무난하게 입을 수 있는 무난한 스트레이트핏 만족,5
면접 보려고 샀습니다. 무난하고 단정해 보여서 좋네요.,5
슬랙스의 정석입니다. 편하고 품질 좋아요. 전투용으로 최고입니다.,5
슬랙스의 정석입니다. 편하고 품질 좋아요. 전투용으로 최고입니다.,5
회사 데일리로 입고다니기 좋습니다. 편하고 가볍지만 뭐가 잘묻는 재질같긴하네여,5
다른 색으로 또 구매합니다 가성비랑 핏 너무 좋아요,5
깔끔하고 핏 예쁩니다. 딱 예쁜 스트레이트핏입니다.,5
아주 좋아요! 컬러별로 고고 출근템으로 최고 입니다!,5
배송빠르고 입어왓던 바지중에 제일 잘맞네요. 좋습니다,5
배송빠르고 입어왓던 바지중에 제일 잘맞네요. 좋습니다,5
정장용으로 활용하고 있는데 편하고 좋아요. 깔끔하게 똑 떨어지는 라인 굿굿,5
아빠 사드렸는데 너무 이뻐요 강추입니다아아앙,5
시원하고 편해요. 허리 사이즈도 딱 맞네요. 자주 입을게요~,5
좋은 가격에 좋은 상품을 받아서 정말 좋습니다!! 튼튼해보여요,5
허벅지 사알짝 끼는데 핏 적당혀요. 이 가격이면 혜자,5
무탠다드는 일년에 최소 2-3벌 구매합니다. 그만큼 가성비 좋고 특히 한국 처럼 남들 눈치 봐야 하는 곳에선 교복 처럼 입기 좋아요.,5
슬랙스 착용감이 편하고 핏이 깔끔해서 데일리룩이나 출근룩으로 딱 좋아요.,5
편하고 좋습니다 기장은 살짝 줄이려구요 감사합니다^^,5
기장도 적당하고 핏도 잘나옵니다 깔끔한 스타일에 입기 좋아용,5
편하고 예쁨! 말라보이는 핏이고 가격도 착해허 추천,5
검정색 기본 팬츠입니다. 너무 타이트하지 않은 바지통이라서 여교저기 잘 어울립니다. 회사 다닐 때 잘 입고 있어요? 만족합니다,5
이가격에 고퀄리티 바지 많이많이 입고 다녀요 주로 셔츠에 정장바지 입고 다니는데 색깔별로 사서 잘 입고 다닙니다,5
격식 있는 자리에 필요해 구매했는데 너무 이쁩니다. 허리는 밴딩이고 사이즈 정핏으로 입는게 좋으니 꼭 상세 사이즈 비교해서 구매하세요 ◡̈,5
"허리 여유롭게 입고 싶어서 1사이즈 업해서 회사 출근용으로 구매했는데 만족합니다. 다만, 한여름(7~9월)에는 힘들지 않을까 싶네요.",5
핏이 정말 예술입니다. 입었을때 편하고 위에 뭘입얻느 이뻐요,5
사이즈가 딱입니다 원단도좋고 핏도 너무좋습니다^^ 168/60 이고 참고하세요,5
핏이 아주 좋아요 스트레이트핏이라 밑단이 적당히 넓어서 클래식한 룩에도 잘 어울립니다,5
기본 아이템이라 여기저기 잘 입고있어요 출근용으로도 좋고 경조사용으로도 입기 좋아요,5
적당히 잘 맞습니다. 앞으로 코디할때 자주 입을거 같아요.,4
"세미와이드도 입어보고 이걸 샀는데, 포멀한 느낌을 원하시면 이게 맞네요. 전체적으로 만족스럽습니다.",5
"세미와이드도 입어보고 이걸 샀는데, 포멀한 느낌을 원하시면 이게 맞네요. 전체적으로 만족스럽습니다.",5
슬랙스는 한사이즈 업해서 주문했습니다. 한사이즈 업해야 핏이 널널하게 나올거 같네요,5
밴딩이 있어서 너무 편한바지에요 스판끼도있고 추천해요,5
출근할때 입으려고 샀는데 생각보다 질이 너무 좋아서 깜짝 놀랐습니다. 몇개 더 사야겠어요,5
블프구매 무탠다드 닥마 같이 입었습니다. 얌전하게 입을때에도 잘 어울려요,5
재질도 좋고 기장도 수선없이 딱 맞네요 자주입을거같아요,5
길이감도 적당하고 핏도 무난해서 자주 입을것 같네요,4
역시 무탠다드 베이직한기본아이템 훌륭하게 잘나왓네요,5
평소에 허벅지가 두꺼운편이라 입어보고 사는편이었는데 걱정안하고 사도 될거같아요 자주 구매할예정이에요,5
할인가에 전투용으로 잘 구매 했습니다. 셋업으로 입을 예정,4
허벅지나 배가 좀 있으신 분은 34 추천입니다 참고하세요,5
스마트캐주얼부터 정장까지 다 잘 어울리고 무엇보다 편합니다,5
"적당한 기장, 바지통 너비, 색감도 깔끔해요! 색상별로 총 3개 주문함",5
핏이 정말 예술입니다 신축성도 좋고 출근룩 완성입니다,4
"내복과 같이 입기에 딱 좋은 바지입니다! 좋아요, 벌써 세발째입니다",4
겨울을 위해 하나 두께감 있는 슬랙스를 샀어요 색깥도 블랙은 무난무난하고 깔끔해요!!,5
스트레이트핏 슬랙스를 구하기 위해 오랜시간 방황했는데 제 몸에 딱 맞는 바지를 찾았네요,5
재구매 입니다. 전투용으로 입으려고 재구매 했어요. 데일리로 부족함이 업어요.,5
겨울을 위해 하나 두께감 있는 슬랙스를 샀어요 색깥도 블랙은 무난무난하고 깔끔해요!!,5
신축성도 좋고 소재도 좋고 따뜻하게 잘 입을것 같아요.,5
항상 잘입고있는 슬랙스입니다 사이즈 잘맞고 저렴해요,5
스트레이트핏 원하는 스타일대로 나오네요 반업추천,5
같은 옷을 두벌째 구입합니다. 출퇴근 복장으로 입을만합니다.,5
길이 딱 맞고 핏도 좋고 역시 무신사 슬랙스 입니다,5
"반팔티에 입어도 잘어울리고, 가장 중요한 기장 수선 안해도 됨!!!",5
좋아요 옷재질도 좋고 핏도 좋네요 많이 많이파세요,5
좋아요 옷재질도 좋고 핏도 좋네요 많이 많이파세요,5
이전에 샀다가 너무 잘 입고 다녀서 재구매입니다. 아주 정사이즈입니다. 검정색만 감이 살짝 거친 느낌이 있습니다.,5
진짜 슬렉스는 무탠다드가 최고입니다 ㅋㅋ 어릴적부터 많이 구매 해왔어요. 다들 이상한 와이드 펜츠 사지말고 이거 사세여,5
역시 슬랙스 맛집 무탠다드는 다릅니다 맛도리~야미,5
175 68 31사이즈 잘 맞습니다. 허리도 맞아요. 다만 힛탠다드 하의를 입고 이 슬랙스를 입기엔 딱 맞는 느낌이 들어 살짝 불편합니다. 입을 수는 있지만 겨울에 내복을 입고 입으려면 32사이즈로 가도 괜찮을 것 같습니다.,5
믿고사는 무탠다드 슬랙스입니다~~다음엔 와이드도 한 번 사봐야겠어요,5
역시나 무탠다드의 든든한 국밥같은 존재 슬랙스,5
대한민국 대표 슬랙스입니다. 추가 구매 하는거라 더할나위 없이 너무 좋습니다,5
핏 잘 떨어지고 다른 제품들은 기장이 좀 아쉬웠는데 이건 기장감도 좋아요,5
네이비 사고 예뻐서 블랙도 구매했어요 좋은 가격에 좋은 품질 디자인 핏 모든 것이 완벽하네요,5
편하게 입기 좋고 라인도 잘 빠져있어서 격식차릴때? 가볍게 입기 좋습니다 가성비 굳,5
